from,to,m,km,miles,seconds,minutes,hours
"Brown County, Wisconsin","Meriter Hospital, Madison",238897,238.897,148.4505958,8600,143.33333333333334,2.388888888888889
"Buffalo County, Wisconsin","Meriter Hospital, Madison",304270,304.27,189.07337800000002,11414,190.23333333333332,3.1705555555555556
"Burnett County, Wisconsin","Meriter Hospital, Madison",446190,446.19,277.262466,15699,261.65,4.360833333333333
"Calumet County, Wisconsin","Meriter Hospital, Madison",183080,183.08,113.765912,6912,115.2,1.92
"Chippewa County, Wisconsin","Meriter Hospital, Madison",323879,323.879,201.25841060000002,11530,192.16666666666666,3.202777777777778
"Clark County, Wisconsin","Meriter Hospital, Madison",280899,280.899,174.5506386,10515,175.25,2.9208333333333334
"Columbia County, Wisconsin","Meriter Hospital, Madison",41217,41.217,25.6122438,2372,39.53333333333333,0.6588888888888889
"Crawford County, Wisconsin","Meriter Hospital, Madison",132567,132.567,82.37713380000001,6667,111.11666666666666,1.8519444444444444
"Dane County, Wisconsin","Meriter Hospital, Madison",15208,15.208,9.4502512,1482,24.7,0.4116666666666667
"Dodge County, Wisconsin","Meriter Hospital, Madison",85422,85.422,53.0812308,3428,57.13333333333333,0.9522222222222222
"Door County, Wisconsin","Meriter Hospital, Madison",305781,305.781,190.0123134,10775,179.58333333333334,2.9930555555555554
"Douglas County, Wisconsin","Meriter Hospital, Madison",482619,482.619,299.89944660000003,16655,277.5833333333333,4.626388888888889
"Dunn County, Wisconsin","Meriter Hospital, Madison",326512,326.512,202.8945568,11260,187.66666666666666,3.1277777777777778
"Eau Claire County, Wisconsin","Meriter Hospital, Madison",277886,277.886,172.6783604,9936,165.6,2.76
"Florence County, Wisconsin","Meriter Hospital, Madison",400562,400.562,248.90922680000003,15100,251.66666666666666,4.194444444444445
"Fond du Lac County, Wisconsin","Meriter Hospital, Madison",149480,149.48,92.88687200000001,5569,92.81666666666666,1.5469444444444445
"Forest County, Wisconsin","Meriter Hospital, Madison",334776,334.776,208.0298064,13476,224.6,3.743333333333333
"Grant County, Wisconsin","Meriter Hospital, Madison",118732,118.732,73.7800648,5397,89.95,1.4991666666666668
"Green County, Wisconsin","Meriter Hospital, Madison",75200,75.2,46.72928,3538,58.96666666666667,0.9827777777777778
"Green Lake County, Wisconsin","Meriter Hospital, Madison",125639,125.639,78.07207460000001,5300,88.33333333333333,1.4722222222222223
"Iowa County, Wisconsin","Meriter Hospital, Madison",67343,67.343,41.8469402,3155,52.583333333333336,0.8763888888888889
"Iron County, Wisconsin","Meriter Hospital, Madison",414254,414.254,257.41743560000003,15816,263.6,4.3933333333333335
"Jackson County, Wisconsin","Meriter Hospital, Madison",210073,210.073,130.5393622,7664,127.73333333333333,2.128888888888889
"Jefferson County, Wisconsin","Meriter Hospital, Madison",69647,69.647,43.2786458,2735,45.583333333333336,0.7597222222222222
"Juneau County, Wisconsin","Meriter Hospital, Madison",125720,125.72,78.12240800000001,4977,82.95,1.3825
"Kenosha, Kenosha County, Wisconsin","Meriter Hospital, Madison",189319,189.319,117.6428266,7016,116.93333333333334,1.948888888888889
"Kewaunee, Kewaunee County, Wisconsin","Meriter Hospital, Madison",273190,273.19,169.760266,9958,165.96666666666667,2.766111111111111
"La Crosse County, Wisconsin","Meriter Hospital, Madison",216128,216.128,134.30193920000002,7818,130.3,2.171666666666667
"Lafayette County, Wisconsin","Meriter Hospital, Madison",93891,93.891,58.3438674,4870,81.16666666666667,1.3527777777777779
"Langlade County, Wisconsin","Meriter Hospital, Madison",280587,280.587,174.35676180000002,10855,180.91666666666666,3.015277777777778
"Lincoln County, Wisconsin","Meriter Hospital, Madison",283777,283.777,176.3390278,10159,169.31666666666666,2.8219444444444446
"Manitowoc, Manitowoc County, Wisconsin","Meriter Hospital, Madison",229209,229.209,142.4304726,8483,141.38333333333333,2.356388888888889
"Marathon County, Wisconsin","Meriter Hospital, Madison",223576,223.576,138.9301264,8296,138.26666666666668,2.3044444444444445
"Marinette County, Wisconsin","Meriter Hospital, Madison",327872,327.872,203.73966080000002,11916,198.6,3.31
"Marquette County, Wisconsin","Meriter Hospital, Madison",114122,114.122,70.9154108,4646,77.43333333333334,1.2905555555555555
"Menominee County, Wisconsin","Meriter Hospital, Madison",264205,264.205,164.176987,10227,170.45,2.8408333333333333
"Milwaukee County, Wisconsin","Meriter Hospital, Madison",133789,133.789,83.1364846,4752,79.2,1.32
"Monroe County, Wisconsin","Meriter Hospital, Madison",182364,182.364,113.3209896,6958,115.96666666666667,1.9327777777777777
"Oconto County, Wisconsin","Meriter Hospital, Madison",265993,265.993,165.28805020000001,9402,156.7,2.611666666666667
"Oneida County, Wisconsin","Meriter Hospital, Madison",324644,324.644,201.73378160000001,11369,189.48333333333332,3.1580555555555554
"Outagamie County, Wisconsin","Meriter Hospital, Madison",204441,204.441,127.0396374,7610,126.83333333333333,2.113888888888889
"Port Washington, Ozaukee County, Wisconsin","Meriter Hospital, Madison",172861,172.861,107.4158254,6178,102.96666666666667,1.7161111111111111
"Pepin County, Wisconsin","Meriter Hospital, Madison",319031,319.031,198.24586340000002,11872,197.86666666666667,3.2977777777777777
"Pierce County, Wisconsin","Meriter Hospital, Madison",386148,386.148,239.95236720000003,13356,222.6,3.71
"Polk County, Wisconsin","Meriter Hospital, Madison",409564,409.564,254.5030696,14532,242.2,4.036666666666667
"Portage County, Wisconsin","Meriter Hospital, Madison",173018,173.018,107.5133852,6530,108.83333333333333,1.8138888888888889
"Price County, Wisconsin","Meriter Hospital, Madison",372888,372.888,231.71260320000002,13602,226.7,3.7783333333333333
"Racine, Racine County, Wisconsin","Meriter Hospital, Madison",175047,175.047,108.7742058,6738,112.3,1.8716666666666666
"Richland County, Wisconsin","Meriter Hospital, Madison",105946,105.946,65.83484440000001,5401,90.01666666666667,1.5002777777777778
"Rock County, Wisconsin","Meriter Hospital, Madison",73659,73.659,45.771702600000005,2988,49.8,0.83
"Rusk County, Wisconsin","Meriter Hospital, Madison",366776,366.776,227.91460640000003,13875,231.25,3.8541666666666665
"St. Croix County, Wisconsin","Meriter Hospital, Madison",373530,373.53,232.11154200000001,12962,216.03333333333333,3.6005555555555557
"Sauk County, Wisconsin","Meriter Hospital, Madison",69606,69.606,43.2531684,4049,67.48333333333333,1.1247222222222222
"Sawyer County, Wisconsin","Meriter Hospital, Madison",403175,403.175,250.532945,15347,255.78333333333333,4.263055555555556
"Shawano County, Wisconsin","Meriter Hospital, Madison",243441,243.441,151.2742374,9390,156.5,2.6083333333333334
"Sheboygan, Sheboygan County, Wisconsin","Meriter Hospital, Madison",192860,192.86,119.843204,7169,119.48333333333333,1.9913888888888889
"Taylor County, Wisconsin","Meriter Hospital, Madison",328166,328.166,203.92235240000002,11838,197.3,3.2883333333333336
"Trempealeau County, Wisconsin","Meriter Hospital, Madison",260679,260.679,161.98593060000002,9696,161.6,2.6933333333333334
"Vernon County, Wisconsin","Meriter Hospital, Madison",146937,146.937,91.30665180000001,7308,121.8,2.03
"Vilas County, Wisconsin","Meriter Hospital, Madison",367987,367.987,228.66712180000002,13487,224.78333333333333,3.7463888888888888
"Walworth County, Wisconsin","Meriter Hospital, Madison",107031,107.031,66.5090634,4329,72.15,1.2025
"Washburn County, Wisconsin","Meriter Hospital, Madison",431811,431.811,268.3273554,14745,245.75,4.095833333333333
"Washington County, Wisconsin","Meriter Hospital, Madison",131128,131.128,81.4829392,5522,92.03333333333333,1.5338888888888889
"Waukesha County, Wisconsin","Meriter Hospital, Madison",108521,108.521,67.43494940000001,3988,66.46666666666667,1.1077777777777778
"Waupaca County, Wisconsin","Meriter Hospital, Madison",202468,202.468,125.8136152,8146,135.76666666666668,2.262777777777778
"Waushara County, Wisconsin","Meriter Hospital, Madison",152139,152.139,94.53917460000001,6235,103.91666666666667,1.7319444444444445
"Winnebago County, Wisconsin","Meriter Hospital, Madison",149116,149.116,92.6606824,5859,97.65,1.6275
"Wood County, Wisconsin","Meriter Hospital, Madison",201082,201.082,124.95235480000001,8151,135.85,2.2641666666666667
"Adams County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",239308,239.308,148.7059912,7901,131.68333333333334,2.194722222222222
"Ashland, Ashland County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",547411,547.411,340.1611954,19753,329.21666666666664,5.486944444444444
"Barron County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",467454,467.454,290.4759156,15090,251.5,4.191666666666666
"Bayfield County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",578290,578.29,359.34940600000004,21407,356.78333333333336,5.9463888888888885
"Brown County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",185041,185.041,114.9844774,6322,105.36666666666666,1.7561111111111112
"Buffalo County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",404480,404.48,251.343872,13923,232.05,3.8675
"Burnett County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",546401,546.401,339.5335814,18207,303.45,5.0575
"Calumet County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",146850,146.85,91.25259000000001,5561,92.68333333333334,1.5447222222222223
"Chippewa County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",424089,424.089,263.52890460000003,14038,233.96666666666667,3.8994444444444443
"Clark County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",362183,362.183,225.06051620000002,12896,214.93333333333334,3.582222222222222
"Columbia County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",142186,142.186,88.35438040000001,4939,82.31666666666666,1.3719444444444444
"Crawford County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",253035,253.035,157.235949,10230,170.5,2.841666666666667
"Dane County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",137227,137.227,85.27285780000001,5009,83.48333333333333,1.3913888888888888
"Dodge County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",88957,88.957,55.2778798,3682,61.36666666666667,1.0227777777777778
"Door County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",259531,259.531,161.2725634,8771,146.18333333333334,2.4363888888888887
"Douglas County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",582830,582.83,362.170562,19164,319.4,5.323333333333333
"Dunn County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",426723,426.723,265.1656722,13768,229.46666666666667,3.8244444444444445
"Eau Claire County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",378096,378.096,234.94885440000002,12444,207.4,3.4566666666666666
"Florence County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",371900,371.9,231.09866000000002,13650,227.5,3.7916666666666665
"Fond du Lac County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",84413,84.413,52.454238200000006,3360,56,0.9333333333333333
"Forest County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",344930,344.93,214.339502,13107,218.45,3.640833333333333
"Grant County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",240752,240.752,149.60329280000002,8923,148.71666666666667,2.4786111111111113
"Green County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",168907,168.907,104.95880980000001,6492,108.2,1.8033333333333332
"Green Lake County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",151878,151.878,94.37698920000001,5892,98.2,1.6366666666666667
"Iowa County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",189362,189.362,117.6695468,6682,111.36666666666666,1.856111111111111
"Iron County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",476159,476.159,295.8852026,17456,290.93333333333334,4.848888888888889
"Jackson County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",310283,310.283,192.8098562,10172,169.53333333333333,2.8255555555555554
"Jefferson County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",62137,62.137,38.6119318,2360,39.333333333333336,0.6555555555555556
"Juneau County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",225931,225.931,140.39352340000002,7485,124.75,2.0791666666666666
"Kenosha, Kenosha County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",70200,70.2,43.62228,3058,50.96666666666667,0.8494444444444444
"Kewaunee, Kewaunee County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",195448,195.448,121.45138720000001,7090,118.16666666666667,1.9694444444444446
"La Crosse County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",316338,316.338,196.5724332,10326,172.1,2.868333333333333
"Lafayette County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",209432,209.432,130.1410448,8094,134.9,2.2483333333333335
"Langlade County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",285977,285.977,177.7061078,10858,180.96666666666667,3.016111111111111
"Lincoln County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",345682,345.682,214.8067948,11798,196.63333333333333,3.277222222222222
"Manitowoc, Manitowoc County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",139795,139.795,86.86861300000001,5102,85.03333333333333,1.4172222222222222
"Marathon County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",285481,285.481,177.39789340000002,9936,165.6,2.76
"Marinette County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",299211,299.211,185.92971540000002,10466,174.43333333333334,2.9072222222222224
"Marquette County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",178764,178.764,111.08394960000001,7011,116.85,1.9475
"Menominee County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",244176,244.176,151.7309664,9028,150.46666666666667,2.5077777777777777
"Milwaukee County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",14110,14.11,8.767954000000001,780,13,0.21666666666666667
"Monroe County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",282574,282.574,175.5914836,9466,157.76666666666668,2.6294444444444443
"Oconto County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",237332,237.332,147.4781048,7952,132.53333333333333,2.2088888888888887
"Oneida County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",386549,386.549,240.20154860000002,13009,216.81666666666666,3.613611111111111
"Outagamie County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",184412,184.412,114.5936168,6412,106.86666666666666,1.781111111111111
"Port Washington, Ozaukee County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",53183,53.183,33.0479162,2207,36.78333333333333,0.6130555555555556
"Pepin County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",419241,419.241,260.5163574,14381,239.68333333333334,3.9947222222222223
"Pierce County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",486359,486.359,302.2234826,15864,264.4,4.406666666666666
"Polk County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",509774,509.774,316.77356360000005,17040,284,4.733333333333333
"Portage County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",228564,228.564,142.0296696,7764,129.4,2.1566666666666667
"Price County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",434793,434.793,270.1803702,15242,254.03333333333333,4.233888888888889
"Racine, Racine County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",55928,55.928,34.7536592,2780,46.333333333333336,0.7722222222222223
"Richland County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",226415,226.415,140.69428100000002,8964,149.4,2.49
"Rock County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",123524,123.524,76.7578136,4386,73.1,1.2183333333333333
"Rusk County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",470121,470.121,292.1331894,16329,272.15,4.535833333333334
"St. Croix County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",473741,473.741,294.3826574,15470,257.8333333333333,4.2972222222222225
"Sauk County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",209681,209.681,130.2957734,7190,119.83333333333333,1.9972222222222222
"Sawyer County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",506520,506.52,314.751528,17801,296.68333333333334,4.9447222222222225
"Shawano County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",223413,223.413,138.8288382,8191,136.51666666666668,2.2752777777777777
"Sheboygan, Sheboygan County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",103882,103.882,64.5522748,3830,63.833333333333336,1.0638888888888889
"Taylor County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",390071,390.071,242.3901194,13477,224.61666666666667,3.743611111111111
"Trempealeau County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",360889,360.889,224.2564246,12204,203.4,3.39
"Vernon County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",267405,267.405,166.165467,10871,181.18333333333334,3.019722222222222
"Vilas County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",429892,429.892,267.1348888,15127,252.11666666666667,4.201944444444444
"Walworth County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",73932,73.932,45.9413448,2789,46.483333333333334,0.7747222222222222
"Washburn County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",532022,532.022,330.59847080000003,17253,287.55,4.7925
"Washington County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",51776,51.776,32.173606400000004,2080,34.666666666666664,0.5777777777777777
"Waukesha County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",31501,31.501,19.5747214,1462,24.366666666666667,0.4061111111111111
"Waupaca County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",203658,203.658,126.55308120000001,7209,120.15,2.0025
"Waushara County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",189097,189.097,117.50487580000001,7273,121.21666666666667,2.020277777777778
"Winnebago County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",136314,136.314,84.7055196,4873,81.21666666666667,1.353611111111111
"Wood County, Wisconsin","Children Hospital of Wisconsin, Milwaukee",282145,282.145,175.324903,10273,171.21666666666667,2.8536111111111113
"Adams County, Wisconsin","St. Mary's Hospital, Madison",149626,149.626,92.97759640000001,5258,87.63333333333334,1.4605555555555556
"Ashland, Ashland County, Wisconsin","St. Mary's Hospital, Madison",496035,496.035,308.236149,17979,299.65,4.994166666666667
"Barron County, Wisconsin","St. Mary's Hospital, Madison",377773,377.773,234.74814220000002,12447,207.45,3.4575
"Bayfield County, Wisconsin","St. Mary's Hospital, Madison",526914,526.914,327.4243596,19632,327.2,5.453333333333333
"Brown County, Wisconsin","St. Mary's Hospital, Madison",237687,237.687,147.6987018,8554,142.56666666666666,2.3761111111111113
"Buffalo County, Wisconsin","St. Mary's Hospital, Madison",314799,314.799,195.61609860000002,11280,188,3.1333333333333333
"Burnett County, Wisconsin","St. Mary's Hospital, Madison",456719,456.719,283.8051866,15564,259.4,4.323333333333333
"Calumet County, Wisconsin","St. Mary's Hospital, Madison",181870,181.87,113.01401800000001,6867,114.45,1.9075
"Chippewa County, Wisconsin","St. Mary's Hospital, Madison",334407,334.407,207.80050980000001,11395,189.91666666666666,3.165277777777778
"Clark County, Wisconsin","St. Mary's Hospital, Madison",291427,291.427,181.0927378,10380,173,2.8833333333333333
"Columbia County, Wisconsin","St. Mary's Hospital, Madison",52504,52.504,32.6259856,2296,38.266666666666666,0.6377777777777778
"Crawford County, Wisconsin","St. Mary's Hospital, Madison",139928,139.928,86.95125920000001,6635,110.58333333333333,1.8430555555555554
"Dane County, Wisconsin","St. Mary's Hospital, Madison",16513,16.513,10.2611782,1248,20.8,0.3466666666666667
"Dodge County, Wisconsin","St. Mary's Hospital, Madison",84212,84.212,52.3293368,3382,56.36666666666667,0.9394444444444444
"Door County, Wisconsin","St. Mary's Hospital, Madison",304572,304.572,189.26104080000002,10729,178.81666666666666,2.980277777777778
"Douglas County, Wisconsin","St. Mary's Hospital, Madison",493148,493.148,306.44216720000003,16520,275.3333333333333,4.588888888888889
"Dunn County, Wisconsin","St. Mary's Hospital, Madison",337041,337.041,209.4372774,11125,185.41666666666666,3.0902777777777777
"Eau Claire County, Wisconsin","St. Mary's Hospital, Madison",288415,288.415,179.221081,9801,163.35,2.7225
"Florence County, Wisconsin","St. Mary's Hospital, Madison",399352,399.352,248.1573328,15055,250.91666666666666,4.1819444444444445
"Fond du Lac County, Wisconsin","St. Mary's Hospital, Madison",148270,148.27,92.134978,5523,92.05,1.5341666666666667
"Forest County, Wisconsin","St. Mary's Hospital, Madison",345305,345.305,214.572527,13341,222.35,3.7058333333333335
"Grant County, Wisconsin","St. Mary's Hospital, Madison",120037,120.037,74.5909918,5163,86.05,1.4341666666666666
"Green County, Wisconsin","St. Mary's Hospital, Madison",62161,62.161,38.6268454,3407,56.78333333333333,0.9463888888888888
"Green Lake County, Wisconsin","St. Mary's Hospital, Madison",124429,124.429,77.3201806,5255,87.58333333333333,1.4597222222222221
"Iowa County, Wisconsin","St. Mary's Hospital, Madison",68648,68.648,42.657867200000005,2921,48.68333333333333,0.8113888888888889
"Iron County, Wisconsin","St. Mary's Hospital, Madison",424783,424.783,263.96015620000003,15681,261.35,4.355833333333333
"Jackson County, Wisconsin","St. Mary's Hospital, Madison",220601,220.601,137.0814614,7529,125.48333333333333,2.091388888888889
"Jefferson County, Wisconsin","St. Mary's Hospital, Madison",68437,68.437,42.5267518,2689,44.81666666666667,0.7469444444444444
"Juneau County, Wisconsin","St. Mary's Hospital, Madison",136249,136.249,84.6651286,4842,80.7,1.345
"Kenosha, Kenosha County, Wisconsin","St. Mary's Hospital, Madison",188110,188.11,116.891554,6971,116.18333333333334,1.936388888888889
"Kewaunee, Kewaunee County, Wisconsin","St. Mary's Hospital, Madison",271980,271.98,169.008372,9912,165.2,2.7533333333333334
"La Crosse County, Wisconsin","St. Mary's Hospital, Madison",226657,226.657,140.84465980000002,7683,128.05,2.1341666666666668
"Lafayette County, Wisconsin","St. Mary's Hospital, Madison",95196,95.196,59.1547944,4635,77.25,1.2875
"Langlade County, Wisconsin","St. Mary's Hospital, Madison",291116,291.116,180.8994824,10720,178.66666666666666,2.977777777777778
"Lincoln County, Wisconsin","St. Mary's Hospital, Madison",294305,294.305,182.88112700000002,10024,167.06666666666666,2.7844444444444445
"Manitowoc, Manitowoc County, Wisconsin","St. Mary's Hospital, Madison",227999,227.999,141.6785786,8437,140.61666666666667,2.343611111111111
"Marathon County, Wisconsin","St. Mary's Hospital, Madison",234105,234.105,145.472847,8161,136.01666666666668,2.2669444444444444
"Marinette County, Wisconsin","St. Mary's Hospital, Madison",326663,326.663,202.9883882,11870,197.83333333333334,3.297222222222222
"Marquette County, Wisconsin","St. Mary's Hospital, Madison",124651,124.651,77.4581314,4511,75.18333333333334,1.2530555555555556
"Menominee County, Wisconsin","St. Mary's Hospital, Madison",262995,262.995,163.425093,10182,169.7,2.828333333333333
"Milwaukee County, Wisconsin","St. Mary's Hospital, Madison",132579,132.579,82.38459060000001,4706,78.43333333333334,1.3072222222222223
"Monroe County, Wisconsin","St. Mary's Hospital, Madison",192893,192.893,119.8637102,6823,113.71666666666667,1.8952777777777778
"Oconto County, Wisconsin","St. Mary's Hospital, Madison",264783,264.783,164.53615620000002,9356,155.93333333333334,2.598888888888889
"Oneida County, Wisconsin","St. Mary's Hospital, Madison",335173,335.173,208.2765022,11234,187.23333333333332,3.1205555555555557
"Outagamie County, Wisconsin","St. Mary's Hospital, Madison",203231,203.231,126.28774340000001,7565,126.08333333333333,2.1013888888888888
"Port Washington, Ozaukee County, Wisconsin","St. Mary's Hospital, Madison",171651,171.651,106.66393140000001,6132,102.2,1.7033333333333334
"Pepin County, Wisconsin","St. Mary's Hospital, Madison",329560,329.56,204.78858400000001,11737,195.61666666666667,3.2602777777777776
"Pierce County, Wisconsin","St. Mary's Hospital, Madison",396677,396.677,246.49508780000002,13221,220.35,3.6725
"Polk County, Wisconsin","St. Mary's Hospital, Madison",420093,420.093,261.0457902,14397,239.95,3.9991666666666665
"Portage County, Wisconsin","St. Mary's Hospital, Madison",183547,183.547,114.05610580000001,6396,106.6,1.7766666666666666
"Price County, Wisconsin","St. Mary's Hospital, Madison",383417,383.417,238.2553238,13467,224.45,3.7408333333333332
"Racine, Racine County, Wisconsin","St. Mary's Hospital, Madison",173838,173.838,108.02293320000001,6693,111.55,1.8591666666666666
"Richland County, Wisconsin","St. Mary's Hospital, Madison",113307,113.307,70.40896980000001,5369,89.48333333333333,1.4913888888888889
"Rock County, Wisconsin","St. Mary's Hospital, Madison",72450,72.45,45.020430000000005,2942,49.03333333333333,0.8172222222222222
"Rusk County, Wisconsin","St. Mary's Hospital, Madison",377305,377.305,234.45732700000002,13740,229,3.816666666666667
"St. Croix County, Wisconsin","St. Mary's Hospital, Madison",384059,384.059,238.6542626,12827,213.78333333333333,3.5630555555555556
"Sauk County, Wisconsin","St. Mary's Hospital, Madison",76260,76.26,47.387964000000004,3905,65.08333333333333,1.0847222222222221
"Sawyer County, Wisconsin","St. Mary's Hospital, Madison",413704,413.704,257.07566560000004,15212,253.53333333333333,4.225555555555555
"Shawano County, Wisconsin","St. Mary's Hospital, Madison",242231,242.231,150.5223434,9344,155.73333333333332,2.5955555555555554
"Sheboygan, Sheboygan County, Wisconsin","St. Mary's Hospital, Madison",191650,191.65,119.09131000000001,7124,118.73333333333333,1.978888888888889
"Taylor County, Wisconsin","St. Mary's Hospital, Madison",338695,338.695,210.46507300000002,11703,195.05,3.2508333333333335
"Trempealeau County, Wisconsin","St. Mary's Hospital, Madison",271208,271.208,168.5286512,9561,159.35,2.6558333333333333
"Vernon County, Wisconsin","St. Mary's Hospital, Madison",154298,154.298,95.88077720000001,7276,121.26666666666667,2.0211111111111113
"Vilas County, Wisconsin","St. Mary's Hospital, Madison",378516,378.516,235.2098424,13352,222.53333333333333,3.7088888888888887
"Walworth County, Wisconsin","St. Mary's Hospital, Madison",105821,105.821,65.75716940000001,4283,71.38333333333334,1.1897222222222221
"Washburn County, Wisconsin","St. Mary's Hospital, Madison",442340,442.34,274.87007600000004,14610,243.5,4.058333333333334
"Washington County, Wisconsin","St. Mary's Hospital, Madison",129918,129.918,80.73104520000001,5477,91.28333333333333,1.521388888888889
"Waukesha County, Wisconsin","St. Mary's Hospital, Madison",107311,107.311,66.6830554,3942,65.7,1.095
"Waupaca County, Wisconsin","St. Mary's Hospital, Madison",212997,212.997,132.3563358,8011,133.51666666666668,2.225277777777778
"Waushara County, Wisconsin","St. Mary's Hospital, Madison",162668,162.668,101.0818952,6100,101.66666666666667,1.6944444444444444
"Winnebago County, Wisconsin","St. Mary's Hospital, Madison",147906,147.906,91.9087884,5813,96.88333333333334,1.6147222222222222
"Wood County, Wisconsin","St. Mary's Hospital, Madison",211611,211.611,131.49507540000002,8016,133.6,2.2266666666666666
"Adams County, Wisconsin","St. Vincent Hospital, Green Bay",186532,186.532,115.91098480000001,7257,120.95,2.015833333333333
"Ashland, Ashland County, Wisconsin","St. Vincent Hospital, Green Bay",414132,414.132,257.34162480000003,15650,260.8333333333333,4.347222222222222
"Barron County, Wisconsin","St. Vincent Hospital, Green Bay",371325,371.325,230.741355,12555,209.25,3.4875
"Bayfield County, Wisconsin","St. Vincent Hospital, Green Bay",445011,445.011,276.5298354,17303,288.3833333333333,4.806388888888889
"Brown County, Wisconsin","St. Vincent Hospital, Green Bay",10021,10.021,6.2270494,952,15.866666666666667,0.2644444444444444
"Buffalo County, Wisconsin","St. Vincent Hospital, Green Bay",384865,384.865,239.155111,14121,235.35,3.9225
"Burnett County, Wisconsin","St. Vincent Hospital, Green Bay",450271,450.271,279.7983994,15672,261.2,4.3533333333333335
"Calumet County, Wisconsin","St. Vincent Hospital, Green Bay",48709,48.709,30.2677726,2398,39.96666666666667,0.6661111111111111
"Chippewa County, Wisconsin","St. Vincent Hospital, Green Bay",301254,301.254,187.1992356,10763,179.38333333333333,2.9897222222222224
"Clark County, Wisconsin","St. Vincent Hospital, Green Bay",253645,253.645,157.615003,9145,152.41666666666666,2.540277777777778
"Columbia County, Wisconsin","St. Vincent Hospital, Green Bay",208443,208.443,129.5264802,7712,128.53333333333333,2.1422222222222222
"Crawford County, Wisconsin","St. Vincent Hospital, Green Bay",343520,343.52,213.46332800000002,13969,232.81666666666666,3.8802777777777777
